# factor_first_significant | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dimension,collection,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,direction,dim,fdr_bh_global,significant
DR 1-,hallmark,gs_ind_0,DNA Repair,6/16,0.0031514828378030346,0.027733048972666704,5.698739135757131,32.82406608056813,-,DR 1,0.0406097117354485,True
DR 1-,hallmark,gs_ind_0,Oxidative Phosphorylation,9/11,3.8947341182875066e-08,1.713683012046503e-06,35.688250652741516,608.8792189914038,-,DR 1,3.360978968469124e-06,True
DR 1-,hallmark,gs_ind_0,Unfolded Protein Response,8/19,0.00024933949485229397,0.005485468886750467,6.871033314511576,57.006868824016905,-,DR 1,0.006312947210326212,True
DR 1-,hallmark,gs_ind_0,mTORC1 Signaling,12/49,0.002351442988433525,0.025865872872768775,3.118479221927498,18.87530058397867,-,DR 1,0.03453741412900367,True
DR 1-,hallmark,gs_ind_0,p53 Pathway,12/45,0.0010525899827390427,0.015437986413505961,3.4987529197513756,23.989204648608986,-,DR 1,0.018887595951952916,True
DR 2+,lab,gs_ind_0,MP6_HYPOXIA,10/32,0.00071884446712456,0.02587840081648416,4.356780402449694,31.53379074881248,+,DR 2,0.01373314802864831,True
DR 2+,hallmark,gs_ind_0,Estrogen Response Early,13/47,0.00044081509382605446,0.0067591647719995014,3.6866086956521738,28.486001648149458,+,DR 2,0.009408420298768675,True
DR 2+,hallmark,gs_ind_0,Estrogen Response Late,17/65,0.00012313838417512461,0.0028321828360278662,3.446023764712492,31.021801201142107,+,DR 2,0.0036095526353624318,True
DR 2+,hallmark,gs_ind_0,Oxidative Phosphorylation,8/11,1.1101597910414389e-06,5.106735038790619e-05,22.67717996289425,310.92696407503706,+,DR 2,7.105022662665209e-05,True
DR 2+,hallmark,gs_ind_0,mTORC1 Signaling,13/49,0.0006860119522520405,0.007889137450898465,3.4806575342465753,25.35525184951136,+,DR 2,0.013372009627653988,True
DR 2-,lab,gs_ind_0,MP35_HEMATO_RELATED_1,9/22,0.00013099433005702105,0.002881875261254463,6.56851368339619,58.72485412100063,-,DR 2,0.003820391600650335,True
DR 2-,hallmark,gs_ind_0,Allograft Rejection,38/73,1.42663817794724e-20,4.99323362281534e-19,11.782751895991332,538.429121138854,-,DR 2,4.695677659986344e-18,True
DR 2-,hallmark,gs_ind_0,Complement,19/66,1.0706459299378562e-05,0.00012490869182608323,3.9661591996520227,45.39135673651976,-,DR 2,0.00046542796652392836,True
DR 2-,hallmark,gs_ind_0,IL-2/STAT5 Signaling,18/70,9.822526375860494e-05,0.0008594710578877932,3.376099151989563,31.15547723321834,-,DR 2,0.0030094548896253425,True
DR 2-,hallmark,gs_ind_0,IL-6/JAK/STAT3 Signaling,9/31,0.0023774452607899232,0.016642116825529463,3.9212648680011606,23.691218837052602,-,DR 2,0.03453741412900367,True
DR 2-,hallmark,gs_ind_0,Inflammatory Response,24/73,3.909472064017905e-08,6.841576112031333e-07,4.911637622685781,83.77917033528014,-,DR 2,3.360978968469124e-06,True
DR 2-,hallmark,gs_ind_0,KRAS Signaling Up,16/78,0.003396058103941713,0.019810338939659992,2.487609756097561,14.142409482895015,-,DR 2,0.043421297843960635,True
DR 3+,lab,gs_ind_0,MP41_UNASSIGNED,5/8,0.00041498343885390234,0.010374585971347558,14.448301059554257,112.51284949262244,+,DR 3,0.009408420298768675,True
DR 3-,lab,gs_ind_0,MP11_TRANSLATION_INITIATION,4/7,0.002667000817497594,0.01866900572248316,11.761177753544166,69.70615686312823,-,DR 3,0.036445847470429754,True
DR 3-,lab,gs_ind_0,MP14_EMT_3,14/32,5.968869982019467e-07,2.0891044937068136e-05,7.491123831606405,107.35932603676179,-,DR 3,3.997754778654899e-05,True
DR 3-,lab,gs_ind_0,MP21_RESPIRATION,4/5,0.00044837002986319467,0.0052309836817372715,27.47328244274809,211.81603246804076,-,DR 3,0.009408420298768675,True
DR 3-,lab,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,6/11,0.00027959877808904316,0.004892978616558256,10.909792007478384,89.26560832643746,-,DR 3,0.0067667603436676,True
DR 3-,lab,gs_ind_0,MP8_PROTEASOMAL_DEGRADATION,5/9,0.0008581515173821787,0.007508825777094064,11.231315714691673,79.30128646272313,-,DR 3,0.015996610809454206,True
DR 3-,hallmark,gs_ind_0,DNA Repair,6/16,0.0031514828378030346,0.04622174828777784,5.698739135757131,32.82406608056813,-,DR 3,0.0406097117354485,True
DR 3-,hallmark,gs_ind_0,Estrogen Response Late,16/65,0.0004197487478719283,0.009234472453182423,3.1644083107497742,24.60597779619615,-,DR 3,0.009408420298768675,True
DR 3-,hallmark,gs_ind_0,Oxidative Phosphorylation,6/11,0.00027959877808904316,0.009234472453182423,10.909792007478384,89.26560832643746,-,DR 3,0.0067667603436676,True
DR 4+,lab,gs_ind_0,MP11_TRANSLATION_INITIATION,4/7,0.002667000817497594,0.029337008992473535,11.761177753544166,69.70615686312823,+,DR 4,0.036445847470429754,True
DR 4+,lab,gs_ind_0,MP21_RESPIRATION,4/5,0.00044837002986319467,0.014796210985485423,27.47328244274809,211.81603246804076,+,DR 4,0.009408420298768675,True
DR 4+,lab,gs_ind_0,MP7_STRESS_IN_VITRO,7/19,0.0015934136015422816,0.026291324425447647,5.545736434108528,35.72495001353711,+,DR 4,0.02467418605738574,True
DR 4+,hallmark,gs_ind_0,Oxidative Phosphorylation,9/11,3.8947341182875066e-08,1.7915776944122532e-06,35.688250652741516,608.8792189914038,+,DR 4,3.360978968469124e-06,True
DR 4+,hallmark,gs_ind_0,Unfolded Protein Response,8/19,0.00024933949485229397,0.005734808381602762,6.871033314511576,57.006868824016905,+,DR 4,0.006312947210326212,True
DR 4-,lab,gs_ind_0,MP10_PROTEIN_MATURATION,7/14,0.00016816930893802333,0.0014714814532077042,9.268733850129198,80.55029573707145,-,DR 4,0.0045907830307251865,True
DR 4-,lab,gs_ind_0,MP41_UNASSIGNED,6/8,2.1976955858542536e-05,0.0007691934550489888,24.04164524421594,257.85905348717876,-,DR 4,0.0008553193631432771,True
DR 4-,lab,gs_ind_0,MP4_CHROMATIN,4/4,9.731911478979302e-05,0.0014714814532077042,82.46564885496183,761.7776794946161,-,DR 4,0.0030094548896253425,True
DR 4-,lab,gs_ind_0,MP5_STRESS,13/43,0.00016495644986090925,0.0014714814532077042,4.179540983606557,36.40308751287863,-,DR 4,0.004535318144147194,True
DR 5+,lab,gs_ind_0,MP14_EMT_3,13/32,4.271922425527623e-06,0.00015378920731899442,6.577846153846154,81.32484976666557,+,DR 5,0.0002177546298322045,True
DR 5+,lab,gs_ind_0,MP32_SKIN_PIGMENTATION,6/15,0.002146047010168408,0.019314423091515674,6.302124205114328,38.72105608064646,+,DR 5,0.032274753991044465,True
DR 5+,lab,gs_ind_0,MP5_STRESS,14/43,3.6303749506164125e-05,0.0006534674911109542,4.668832644158677,47.732228537428114,+,DR 5,0.0012868282901877253,True
DR 5+,lab,gs_ind_0,MP7_STRESS_IN_VITRO,8/19,0.00024933949485229397,0.002992073938227528,6.871033314511576,57.006868824016905,+,DR 5,0.006312947210326212,True
DR 5+,hallmark,gs_ind_0,Androgen Response,10/21,1.059241977182892e-05,0.0004766588897323014,8.576857240671004,98.25108966978131,+,DR 5,0.0004639721512223162,True
DR 5+,hallmark,gs_ind_0,Apoptosis,17/59,3.1696002737503654e-05,0.0007131600615938321,3.94598493348293,40.87772056868248,+,DR 5,0.0011831561255956865,True
DR 5+,hallmark,gs_ind_0,Cholesterol Homeostasis,8/20,0.0003802866440654024,0.004278224745735777,6.317818181818182,49.7501979495992,+,DR 5,0.008726896692496884,True
DR 5+,hallmark,gs_ind_0,Hypoxia,15/70,0.002906951568010528,0.02180213676007896,2.6279352128408733,15.348850636602599,+,DR 5,0.039537286969871646,True
DR 5+,hallmark,gs_ind_0,Protein Secretion,4/7,0.002667000817497594,0.02180213676007896,11.761177753544166,69.70615686312823,+,DR 5,0.036445847470429754,True
DR 5+,hallmark,gs_ind_0,p53 Pathway,14/45,6.438646399233802e-05,0.0009657969598850703,4.3674624452104345,42.14866422860711,+,DR 5,0.0020776808548788064,True
DR 5-,lab,gs_ind_0,MP2_CELL_CYCLE_G1_S,36/36,4.792914150648873e-38,1.2940868206751959e-36,799.0060790273557,68659.46722267874,-,DR 5,5.019488274134093e-35,True
DR 5-,lab,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,11/11,7.769382594902692e-12,1.0488666503118634e-10,218.53034300791558,5590.187644978283,-,DR 5,1.209503885044311e-09,True
DR 5-,lab,gs_ind_0,MP8_PROTEASOMAL_DEGRADATION,5/9,0.0008581515173821787,0.007723363656439609,11.231315714691673,79.30128646272313,-,DR 5,0.015996610809454206,True
DR 5-,hallmark,gs_ind_0,DNA Repair,9/16,5.16300461734021e-06,3.820623416831755e-05,11.863011314186249,144.42020314734387,-,DR 5,0.000255269584513988,True
DR 5-,hallmark,gs_ind_0,E2F Targets,56/64,1.0363042467482428e-50,3.834325712968498e-49,82.45572969672298,9490.12626634113,-,DR 5,5.969112461269878e-47,True
DR 5-,hallmark,gs_ind_0,G2-M Checkpoint,43/58,1.0487875274251295e-32,1.9402569257364894e-31,31.81536098310292,2342.726912571612,-,DR 5,8.054688210624994e-30,True
DR 5-,hallmark,gs_ind_0,Mitotic Spindle,22/35,1.548028003769914e-14,1.9092345379828938e-13,16.69000933706816,530.7291024086087,-,DR 5,3.2424150188053468e-12,True
DR 5-,hallmark,gs_ind_0,Myc Targets V1,13/18,3.7868205639245995e-10,3.5028090216302543e-09,23.504727272727273,509.91917284706653,-,DR 5,4.7417579235229774e-08,True
DR 5-,hallmark,gs_ind_0,Spermatogenesis,6/16,0.0031514828378030346,0.016657837856958894,5.698739135757131,32.82406608056813,-,DR 5,0.0406097117354485,True
DR 5-,hallmark,gs_ind_0,mTORC1 Signaling,12/49,0.002351442988433525,0.014500565095340071,3.118479221927498,18.87530058397867,-,DR 5,0.03453741412900367,True
DR 6+,lab,gs_ind_0,MP13_EMT_2,13/38,3.851744498768228e-05,0.0011555233496304683,5.013176470588236,50.95592742212789,+,DR 6,0.0013446089886609087,True
DR 6+,lab,gs_ind_0,MP14_EMT_3,11/32,0.0001486887837228332,0.002230331755842498,5.022826287046696,44.26945870327691,+,DR 6,0.004229369848116144,True
DR 6+,lab,gs_ind_0,MP16_MES_GLIOMA,8/19,0.00024933949485229397,0.0024933949485229394,6.871033314511576,57.006868824016905,+,DR 6,0.006312947210326212,True
DR 6+,lab,gs_ind_0,MP26_NPC_GLIOMA,6/13,0.0008738731352655757,0.006554048514491818,7.991602399314481,56.281462040462216,+,DR 6,0.016081499230446376,True
DR 6+,hallmark,gs_ind_0,Hypoxia,18/70,9.822526375860494e-05,0.002406518962085821,3.376099151989563,31.15547723321834,+,DR 6,0.0030094548896253425,True
DR 6+,hallmark,gs_ind_0,TNF-alpha Signaling via NF-kB,19/97,0.002521479890180152,0.04118417153960915,2.3574774964468075,14.104574018746534,+,DR 6,0.036309310418594185,True
DR 6+,hallmark,gs_ind_0,p53 Pathway,14/45,6.438646399233802e-05,0.002406518962085821,4.3674624452104345,42.14866422860711,+,DR 6,0.0020776808548788064,True
DR 6-,lab,gs_ind_0,MP18_INTERFERON_MHC_II_2,10/39,0.0037833511417090637,0.018916755708545317,3.3098892299479514,18.459732555536906,-,DR 6,0.04727406897577188,True
DR 6-,lab,gs_ind_0,MP19_EPITHELIAL_SENESCENCE,11/35,0.0003665367959475713,0.003207196964541249,4.400355392816757,34.81302289008058,-,DR 6,0.008513112680072623,True
DR 6-,lab,gs_ind_0,MP23_SECRETED_2,20/42,2.869835739610199e-10,1.0044425088635698e-08,8.977346875961834,197.24663992595762,-,DR 6,3.6330228264076367e-08,True
DR 6-,lab,gs_ind_0,MP28_OLIGO_NORMAL,6/16,0.0031514828378030346,0.01838364988718437,5.698739135757131,32.82406608056813,-,DR 6,0.0406097117354485,True
DR 6-,lab,gs_ind_0,MP31_ALVEOLAR,8/18,0.00015776008762408633,0.0018405343556143405,7.529622758194186,65.91759385206704,-,DR 6,0.004400475083364345,True
DR 6-,lab,gs_ind_0,MP5_STRESS,15/43,7.194221031931653e-06,0.00012589886805880392,5.196718210620892,61.54074522832815,-,DR 6,0.00033779214742300225,True
DR 6-,lab,gs_ind_0,MP7_STRESS_IN_VITRO,7/19,0.0015934136015422816,0.011153895210795971,5.545736434108528,35.72495001353711,-,DR 6,0.02467418605738574,True
DR 6-,hallmark,gs_ind_0,Oxidative Phosphorylation,7/11,2.1058022717423192e-05,0.0008423209086969276,15.473729543496985,166.6246623376999,-,DR 6,0.0008223336328973396,True
DR 7+,lab,gs_ind_0,MP5_STRESS,14/43,3.6303749506164125e-05,0.0006897712406171184,4.668832644158677,47.732228537428114,+,DR 7,0.0012868282901877253,True
DR 7+,lab,gs_ind_0,MP6_HYPOXIA,9/32,0.00302646296265898,0.027771614923658646,3.7522915393589247,21.76464430625097,+,DR 7,0.040352839502119736,True
DR 7+,lab,gs_ind_0,MP7_STRESS_IN_VITRO,7/19,0.0015934136015422816,0.0201832389528689,5.545736434108528,35.72495001353711,+,DR 7,0.02467418605738574,True
DR 7+,lab,gs_ind_0,MP8_PROTEASOMAL_DEGRADATION,7/9,2.7409457721732702e-06,0.00010415593934258427,27.88372093023256,357.11260051700145,+,DR 7,0.00015029756123095798,True
DR 7+,lab,gs_ind_0,MP9_UNFOLDED_PROTEIN_RESPONSE,3/4,0.0036541598583761372,0.027771614923658646,21.259915611814346,119.30828811722127,+,DR 7,0.046208475925898024,True
DR 7+,hallmark,gs_ind_0,Androgen Response,8/21,0.0005622085576575063,0.004497668461260051,5.8465608465608465,43.75354303731788,+,DR 7,0.011109163952340434,True
DR 7+,hallmark,gs_ind_0,Cholesterol Homeostasis,7/20,0.002246635809414446,0.011982057650210378,5.132070054550675,31.29701252450603,+,DR 7,0.03361200587591483,True
DR 7+,hallmark,gs_ind_0,DNA Repair,7/16,0.00047032063077736506,0.004497668461260051,7.309261525907793,56.004262789456,+,DR 7,0.009744772781574183,True
DR 7+,hallmark,gs_ind_0,Estrogen Response Early,12/47,0.0015956830393014216,0.00957409823580853,3.2979041356894685,21.23999789238365,+,DR 7,0.02467418605738574,True
DR 7+,hallmark,gs_ind_0,Estrogen Response Late,14/65,0.003804085237894144,0.015216340951576576,2.6411671308467164,14.715737358853316,+,DR 7,0.04727406897577188,True
DR 7+,hallmark,gs_ind_0,Hypoxia,18/70,9.822526375860494e-05,0.0011787031651032593,3.376099151989563,31.15547723321834,+,DR 7,0.0030094548896253425,True
DR 7+,hallmark,gs_ind_0,Protein Secretion,4/7,0.002667000817497594,0.01280160392398845,11.761177753544166,69.70615686312823,+,DR 7,0.036445847470429754,True
DR 7+,hallmark,gs_ind_0,TNF-alpha Signaling via NF-kB,23/97,4.1765672287101556e-05,0.0006682507565936249,3.068172795160223,30.937723381779005,+,DR 7,0.0014518728089005322,True
DR 7+,hallmark,gs_ind_0,UV Response Up,13/38,3.851744498768228e-05,0.0006682507565936249,5.013176470588236,50.95592742212789,+,DR 7,0.0013446089886609087,True
DR 7+,hallmark,gs_ind_0,Unfolded Protein Response,7/19,0.0015934136015422816,0.00957409823580853,5.545736434108528,35.72495001353711,+,DR 7,0.02467418605738574,True
DR 7+,hallmark,gs_ind_0,mTORC1 Signaling,19/49,5.525072478301185e-08,2.652034789584569e-06,6.236688795556158,104.22370371093733,+,DR 7,4.645900361316033e-06,True
DR 7+,hallmark,gs_ind_0,p53 Pathway,11/45,0.003620292729714398,0.015216340951576576,3.1072999120492524,17.466755483212417,+,DR 7,0.04603286119901751,True
DR 7-,lab,gs_ind_0,MP21_RESPIRATION,5/5,9.556386021442599e-06,0.0003726990548362614,101.30690537084399,1170.93569892822,-,DR 7,0.00042342141141161056,True
DR 7-,hallmark,gs_ind_0,Interferon Alpha Response,13/48,0.0005519851776710972,0.024839332995199373,3.5807323943661973,26.862616338197814,-,DR 7,0.010925892176582542,True
DR 8+,lab,gs_ind_0,MP2_CELL_CYCLE_G1_S,18/36,8.631350366979148e-10,2.0715240880749955e-08,9.767123287671232,203.84425786275344,+,DR 8,1.0043753154303008e-07,True
DR 8+,lab,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,6/11,0.00027959877808904316,0.0022367902247123453,10.909792007478384,89.26560832643746,+,DR 8,0.0067667603436676,True
DR 8+,lab,gs_ind_0,MP8_PROTEASOMAL_DEGRADATION,6/9,6.044897603128107e-05,0.0007253877123753729,17.163055453543887,166.71695918221195,+,DR 8,0.0019727257900293426,True
DR 8+,hallmark,gs_ind_0,E2F Targets,48/64,5.154182732820857e-37,9.535238055718584e-36,34.39572776949826,2873.9639218790244,+,DR 8,4.948015423508023e-34,True
DR 8+,hallmark,gs_ind_0,G2-M Checkpoint,48/58,8.88769431256088e-41,3.2884468956475257e-39,54.23216237314598,5001.361663105294,+,DR 8,1.2798279810087666e-37,True
DR 8+,hallmark,gs_ind_0,Mitotic Spindle,27/35,2.2012407786395555e-21,2.714863626988785e-20,33.42515680623835,1589.8764665986014,+,DR 8,7.684331445432631e-19,True
DR 8+,hallmark,gs_ind_0,Myc Targets V1,7/18,0.001098228404340707,0.008126890192121232,6.031344792719919,41.09792683634926,+,DR 8,0.019362244479736536,True
DR 8+,hallmark,gs_ind_0,Spermatogenesis,9/16,5.16300461734021e-06,4.7757792710396934e-05,11.863011314186249,144.42020314734387,+,DR 8,0.000255269584513988,True
DR 8-,lab,gs_ind_0,MP14_EMT_3,10/32,0.00071884446712456,0.02300302294798592,4.356780402449694,31.53379074881248,-,DR 8,0.01373314802864831,True
DR 8-,lab,gs_ind_0,MP28_OLIGO_NORMAL,6/16,0.0031514828378030346,0.0336158169365657,5.698739135757131,32.82406608056813,-,DR 8,0.0406097117354485,True
DR 8-,lab,gs_ind_0,MP32_SKIN_PIGMENTATION,6/15,0.002146047010168408,0.0336158169365657,6.302124205114328,38.72105608064646,-,DR 8,0.032274753991044465,True
DR 8-,hallmark,gs_ind_0,Estrogen Response Late,15/65,0.0013181093910427006,0.028339351907418063,2.896399882575859,19.207640477550406,-,DR 8,0.021816983024155044,True
DR 8-,hallmark,gs_ind_0,Myogenesis,13/51,0.0010374054581716596,0.028339351907418063,3.296103896103896,22.647636778156684,-,DR 8,0.01873183523219047,True
DR 9+,lab,gs_ind_0,MP15_EMT_4,10/34,0.001221006000863245,0.01007329950712177,3.996625421822272,26.80968373566166,+,DR 9,0.0209627259760724,True
DR 9+,lab,gs_ind_0,MP22_SECRETED_1,18/29,6.233583721136283e-12,1.0285413139874867e-10,15.774032162001191,406.98690345706376,+,DR 9,9.973733953818052e-10,True
DR 9+,lab,gs_ind_0,MP39_METAL_RESPONSE,10/35,0.001562793682829515,0.010314438306674799,3.837733518604292,24.796671738647785,+,DR 9,0.02467418605738574,True
DR 9+,lab,gs_ind_0,MP5_STRESS,42/43,5.912540476126108e-43,1.9511383571216157e-41,321.677181913775,31277.985933789183,+,DR 9,1.3622493256994554e-39,True
DR 9+,lab,gs_ind_0,MP6_HYPOXIA,9/32,0.00302646296265898,0.016645546294624388,3.7522915393589247,21.76464430625097,+,DR 9,0.040352839502119736,True
DR 9+,lab,gs_ind_0,MP7_STRESS_IN_VITRO,9/19,3.1838402685300594e-05,0.00035022242953830653,8.45940569439264,87.59577017139024,+,DR 9,0.0011831561255956865,True
DR 9+,hallmark,gs_ind_0,Androgen Response,7/21,0.003088849435292917,0.012917006729406743,4.775461106655975,27.60195798181327,+,DR 9,0.0406097117354485,True
DR 9+,hallmark,gs_ind_0,Apoptosis,18/59,7.511833675533866e-06,5.759072484575964e-05,4.297837927050669,50.71032275147262,+,DR 9,0.00034753543751867526,True
DR 9+,hallmark,gs_ind_0,Estrogen Response Early,13/47,0.00044081509382605446,0.0028967849022855006,3.6866086956521738,28.486001648149458,+,DR 9,0.009408420298768675,True
DR 9+,hallmark,gs_ind_0,Hypoxia,23/70,7.814191164474515e-08,1.7972639678291385e-06,4.887442550037065,79.98172309328339,+,DR 9,6.295068686345904e-06,True
DR 9+,hallmark,gs_ind_0,IL-2/STAT5 Signaling,15/70,0.002906951568010528,0.012917006729406743,2.6279352128408733,15.348850636602599,+,DR 9,0.039537286969871646,True
DR 9+,hallmark,gs_ind_0,KRAS Signaling Dn,9/30,0.0018441881639332898,0.009425850615659035,4.105956645819418,25.849937434381317,+,DR 9,0.02844049216668206,True
DR 9+,hallmark,gs_ind_0,TGF-beta Signaling,7/9,2.7409457721732702e-06,3.1520876379992607e-05,27.88372093023256,357.11260051700145,+,DR 9,0.00015029756123095798,True
DR 9+,hallmark,gs_ind_0,TNF-alpha Signaling via NF-kB,50/97,6.689692931459589e-27,3.077258748471411e-25,12.38702570379437,746.5564954274691,+,DR 9,3.6697744081149744e-24,True
DR 9+,hallmark,gs_ind_0,UV Response Dn,10/31,0.0005406708160615204,0.0031088571923537423,4.561984984435085,34.31844415681465,+,DR 9,0.010832222262658633,True
DR 9+,hallmark,gs_ind_0,UV Response Up,14/38,7.073002026241908e-06,5.759072484575964e-05,5.637522569349455,66.85665171249484,+,DR 9,0.0003366982782739949,True
DR 9+,hallmark,gs_ind_0,p53 Pathway,16/45,2.6129029306732644e-06,3.1520876379992607e-05,5.370400992145514,69.036766403883,+,DR 9,0.00014755216549684316,True
DR 9-,lab,gs_ind_0,MP11_TRANSLATION_INITIATION,4/7,0.002667000817497594,0.02421170370127184,11.761177753544166,69.70615686312823,-,DR 9,0.036445847470429754,True
DR 9-,lab,gs_ind_0,MP14_EMT_3,9/32,0.00302646296265898,0.02421170370127184,3.7522915393589247,21.76464430625097,-,DR 9,0.040352839502119736,True
DR 9-,lab,gs_ind_0,MP20_MYC,4/5,0.00044837002986319467,0.007173920477811115,27.47328244274809,211.81603246804076,-,DR 9,0.009408420298768675,True
DR 9-,lab,gs_ind_0,MP21_RESPIRATION,5/5,9.556386021442599e-06,0.00030580435268616317,101.30690537084399,1170.93569892822,-,DR 9,0.00042342141141161056,True
DR 9-,hallmark,gs_ind_0,Glycolysis,13/46,0.00034926270856753123,0.007509148234201922,3.7988059701492536,30.237303351929928,-,DR 9,0.008261820128743243,True
DR 9-,hallmark,gs_ind_0,Oxidative Phosphorylation,7/11,2.1058022717423192e-05,0.0009054949768491973,15.473729543496985,166.6246623376999,-,DR 9,0.0008223336328973396,True
DR 9-,hallmark,gs_ind_0,Pperoxisome,6/13,0.0008738731352655757,0.012525514938806586,7.991602399314481,56.281462040462216,-,DR 9,0.016081499230446376,True
DR 10+,lab,gs_ind_0,MP11_TRANSLATION_INITIATION,4/7,0.002667000817497594,0.03200400980997113,11.761177753544166,69.70615686312823,+,DR 10,0.036445847470429754,True
DR 10+,lab,gs_ind_0,MP14_EMT_3,13/32,4.271922425527623e-06,0.00015378920731899442,6.577846153846154,81.32484976666557,+,DR 10,0.0002177546298322045,True
DR 10+,lab,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,5/11,0.002659499577535494,0.03200400980997113,7.766869958685816,46.054566494324,+,DR 10,0.036445847470429754,True
DR 10+,hallmark,gs_ind_0,E2F Targets,14/64,0.0032686442862646012,0.07844746287035044,2.695007034215486,15.42454928240058,+,DR 10,0.04197857544901695,True
DR 10+,hallmark,gs_ind_0,Reactive Oxygen Species Pathway,5/9,0.0008581515173821787,0.04119127283434458,11.231315714691673,79.30128646272313,+,DR 10,0.015996610809454206,True
DR 10-,lab,gs_ind_0,MP10_PROTEIN_MATURATION,8/14,1.5457047579913812e-05,9.016611088283058e-05,12.19040959040959,135.03859791636205,-,DR 10,0.0006428346141538162,True
